NAME,club_name,league_name,x,value_eur,RATIING,potential,wage_eur,age,dob,height_cm,weight_kg,club_position
M. Mitsuta,Sanfrecce Hiroshima,Japanese J. League Division 1,,450000,58,67,2000,21,1999-07-20,170,62,RES
Leonço,Guangzhou City,Chinese Super League,,210000,58,58,3000,28,1992-11-11,185,73,ST
Y. Cassubie,Chamois Niortais Football Club,French Ligue 2,,375000,58,65,800,20,2000-10-18,184,78,RB
S. Breza,Club de Foot Montréal,USA Major League Soccer,,350000,58,65,3000,23,1998-03-15,193,87,GK
F. García,Cerro Largo Fútbol Club,Uruguayan Primera División,,325000,58,64,500,23,1998-05-30,178,82,SUB
R. Hope-Gund,Orlando City Soccer Club,USA Major League Soccer,,425000,58,68,900,21,1999-08-20,185,77,RES
T. Bloxham,Shrewsbury Town,English League One,,475000,58,72,500,17,2003-11-01,195,82,RS
M. Bangré,Toulouse Football Club,French Ligue 2,,525000,58,74,1000,20,2001-06-15,170,65,SUB
J. Pérez,Sport Huancayo,Peruvian Primera División,,450000,58,68,500,20,2001-06-04,175,67,RES
A. Parsons,Brisbane Roar,Australian Hyundai A-League,,500000,58,72,900,21,2000-01-06,180,75,RW
M. Sanhouse,Deportivo Táchira FC,Venezuelan Primera División,,275000,58,64,500,21,2000-01-23,178,75,RES
J. Troya,LDU Quito,Ecuadorian Serie A,,450000,58,69,500,20,2001-04-02,183,68,SUB
Y. Pandor,Racing Club de Lens,French Ligue 1,,375000,58,68,2000,20,2001-05-01,178,73,RES
D. Wolfe,SK Brann,Norwegian Eliteserien,,475000,58,71,500,19,2002-04-23,185,79,SUB
L. Britton,Bristol City,English League Championship,,500000,58,70,5000,20,2001-03-17,193,75,RES
A. Calut,Standard de Liège,Belgian Jupiler Pro League,,450000,58,73,700,18,2003-04-22,180,66,RES
H. Tebily,FC Sochaux-Montbéliard,French Ligue 2,,475000,58,72,800,19,2002-01-24,182,75,RES
A. Al Harthi,Al Hazem,Saudi Abdul L. Jameel League,,450000,58,66,3000,22,1998-10-04,177,63,RES
F. Winther,Tromsø IL,Norwegian Eliteserien,,450000,58,68,650,21,2000-05-18,185,75,RES
K. Davis,Sutton United,English League Two,,130000,58,58,2000,33,1988-04-17,172,74,SUB
F. Freissegger,SK Austria Klagenfurt,Austrian Football Bundesliga,,425000,58,68,1000,20,2001-03-26,184,75,SUB
S. Mogoșanu,FC U Craiova 1948,Romanian Liga I,,170000,58,60,1000,28,1992-11-22,180,77,GK
A. Nastos,Rapid București,Romanian Liga I,,130000,58,58,1000,32,1989-04-28,182,78,RES
Unai Marino,SD Amorebieta,Spanish Segunda División,,450000,58,71,650,21,1999-12-10,185,81,RES
D. Stirpe,Academia Puerto Cabello,Venezuelan Primera División,,500000,58,74,500,18,2002-10-01,176,73,SUB
M. Seiffert,FC Viktoria 1889 Berlin,German 3. Bundesliga,,450000,58,66,600,20,2000-11-04,180,74,SUB
J. Schuurman,Go Ahead Eagles,Holland Eredivisie,,400000,58,67,1000,22,1999-06-12,190,80,SUB
V. Cherny,DSC Arminia Bielefeld,German 1. Bundesliga,,525000,58,76,1000,18,2003-06-21,178,70,SUB
C. Makreckis,Borussia Dortmund II,German 3. Bundesliga,,450000,58,66,650,21,2000-05-10,181,71,LM
M. Biegański,Wisła Kraków,Polish T-Mobile Ekstraklasa,,425000,58,70,500,19,2002-04-05,190,84,SUB
K. Schmidt,SC Freiburg II,German 3. Bundesliga,,450000,58,70,500,19,2002-06-03,186,79,SUB
S. Risch,SC Freiburg II,German 3. Bundesliga,,425000,58,67,550,21,2000-04-13,178,68,LM
D. Sokół,Radomiak Radom,Polish T-Mobile Ekstraklasa,,450000,58,67,850,22,1999-05-19,185,69,SUB
D. Kąkolewski,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,,240000,58,63,1000,25,1996-06-04,192,81,RES
P. Czarnowski,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,,300000,58,62,1000,23,1998-05-19,180,75,SUB
M. Amedick,Borussia Dortmund II,German 3. Bundesliga,,450000,58,73,500,19,2002-05-21,184,79,SUB
T. Malbec,FC Girondins de Bordeaux,French Ligue 1,,375000,58,69,1000,19,2001-11-03,187,70,RES
M. Hansen,FC Midtjylland,Danish Superliga,,525000,58,74,2000,18,2002-07-28,188,70,SUB
C. Taylor,Bristol Rovers,English League Two,,450000,58,71,2000,19,2001-10-25,190,86,RCB
C. Calzadilla,Deportivo Táchira FC,Venezuelan Primera División,,525000,58,74,500,19,2001-11-14,180,70,RES
A. Dlugaiczyk,TSV Havelse,German 3. Bundesliga,,25000,58,58,500,38,1983-02-17,195,90,RES
A. Cissoko,Seattle Sounders FC,USA Major League Soccer,,425000,58,67,900,21,1999-12-27,191,79,SUB
T. Tymosiak,Górnik Łęczna,Polish T-Mobile Ekstraklasa,,180000,58,58,850,28,1993-03-19,182,73,RES
J. N'Guessan,FC Lausanne-Sport,Swiss Super League,,525000,58,74,2000,18,2003-04-17,177,80,SUB
Acín,Real Zaragoza,Spanish Segunda División,,375000,58,67,850,20,2001-02-28,183,77,RES
K. Knap,Cracovia,Polish T-Mobile Ekstraklasa,,450000,58,71,850,19,2001-09-12,180,71,LDM
R. Thorkelsson,Club de Foot Montréal,USA Major League Soccer,,450000,58,72,650,19,2002-04-03,188,77,RES
H. Muller,St. Johnstone FC,Scottish Premiership,,500000,58,74,1000,19,2002-02-07,191,79,RCB
D. Atmaca,FC Würzburger Kickers,German 3. Bundesliga,,475000,58,72,500,18,2002-10-17,174,67,SUB
M. Franke,Sportclub Verl,German 3. Bundesliga,,475000,58,70,500,19,2002-03-24,175,68,RES
S. El-Faouzi,SC Paderborn 07,German 2. Bundesliga,,525000,58,76,950,18,2002-07-13,178,68,RES
A. Zárate,Club Olimpia,Paraguayan Primera División,,450000,58,66,500,20,2001-02-21,172,70,RES
L. Griebsch,Hallescher FC,German 3. Bundesliga,,450000,58,73,500,17,2003-10-28,179,75,RES
H. Arai,Cerezo Osaka,Japanese J. League Division 1,,325000,58,64,1000,23,1998-04-12,168,65,RES
A. Musi,FCSB (Steaua),Romanian Liga I,,500000,58,77,600,16,2004-07-17,180,70,SUB
B. Klefisch,RB Leipzig,German 1. Bundesliga,,525000,58,75,3000,18,2003-06-02,179,67,RES
V. Lesieur,Racing Club de Lens,French Ligue 1,,400000,58,73,500,18,2003-03-18,195,80,RES
Miguel Muñoz,Piast Gliwice,Polish T-Mobile Ekstraklasa,,275000,58,63,1000,24,1996-11-22,182,70,SUB
D. Toma,CS Mioveni,Romanian Liga I,,450000,58,69,800,21,2000-04-22,176,67,SUB
W. Swedberg,Hammarby IF,Swedish Allsvenskan,,500000,58,77,500,17,2004-02-01,185,67,SUB
P. Schulze,VfL Wolfsburg,German 1. Bundesliga,,450000,58,76,700,18,2003-01-29,190,82,RES
C. Gavra,FC Academica Clinceni,Romanian Liga I,,210000,58,58,1000,28,1993-04-03,186,82,SUB
K. Zinovich,FC Lokomotiv Moscow,Russian Premier League,,525000,58,76,2000,18,2003-03-05,194,80,RES
F. Pollock,Heart of Midlothian,Scottish Premiership,,500000,58,77,500,17,2004-06-27,178,68,SUB
M. Król,Górnik Łęczna,Polish T-Mobile Ekstraklasa,,300000,58,64,550,21,2000-03-14,173,73,RES
A. Dragu,FC Botoşani,Romanian Liga I,,425000,58,67,1000,21,1999-10-07,171,65,SUB
T. Le Normand,En Avant de Guingamp,French Ligue 2,,450000,58,68,1000,20,2000-08-08,178,75,RES
D. Lelle,RB Leipzig,German 1. Bundesliga,,475000,58,75,2000,18,2003-03-09,178,62,RES
H. Gangstad,PEC Zwolle,Holland Eredivisie,,475000,58,70,850,19,2002-01-20,183,70,RES
M. Ben Fredj,AJ Auxerre,French Ligue 2,,450000,58,68,1000,21,2000-05-09,176,61,SUB
S. Mischitz,SC Rheindorf Altach,Austrian Football Bundesliga,,450000,58,72,500,17,2003-08-14,175,60,RES
N. Bischof,SC Rheindorf Altach,Austrian Football Bundesliga,,475000,58,71,1000,18,2002-12-07,188,75,SUB
E. Bejic,FK Austria Wien,Austrian Football Bundesliga,,425000,58,68,2000,20,2001-03-03,180,70,RES
J. Botué,AC Ajaccio,French Ligue 2,,475000,58,73,500,18,2002-08-07,175,70,SUB
K. Custovic,Vejle Boldklub,Danish Superliga,,450000,58,66,1000,21,2000-02-03,187,82,SUB
S. Van Damme,SV Zulte Waregem,Belgian Jupiler Pro League,,450000,58,76,500,18,2003-01-08,191,78,RES
T. Roufosse,KAS Eupen,Belgian Jupiler Pro League,,375000,58,69,1000,20,2001-03-28,181,70,RES
M. Parker,Motherwell,Scottish Premiership,,425000,58,66,1000,22,1998-10-22,183,82,SUB
V. Míka,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,,425000,58,68,500,21,2000-06-01,189,79,RES
N. Nadje,Angers SCO,French Ligue 1,,500000,58,74,800,17,2003-11-12,185,72,RES
A. Makatounakis,SV Darmstadt 98,German 2. Bundesliga,,450000,58,77,500,17,2003-10-18,186,74,RES
J. Rufidis,TSV Havelse,German 3. Bundesliga,,300000,58,64,500,20,2000-07-06,180,75,RES
O. Boissy,Grenoble Foot 38,French Ligue 2,,425000,58,65,1000,22,1999-01-22,191,80,RES
Mateus Criciúma,FC Botoşani,Romanian Liga I,,450000,58,66,2000,22,1999-01-19,176,71,SUB
A. Dziedzic,Górnik Zabrze,Polish T-Mobile Ekstraklasa,,475000,58,73,500,18,2003-03-22,185,75,SUB
M. Alfarela,Paris FC,French Ligue 2,,400000,58,65,1000,23,1997-11-15,173,67,RES
K. Nwoko,St. Patrick's Athletic,Rep. Ireland Airtricity League,,325000,58,64,650,23,1997-07-04,188,88,SUB
R. Pessel,Hallescher FC,German 3. Bundesliga,,475000,58,71,500,17,2004-01-11,186,79,RES
S. Cissé,US Quevilly Rouen Métropole,French Ligue 2,,300000,58,64,850,22,1999-01-01,190,80,RES
A. Paulsen,Wellington Phoenix,Australian Hyundai A-League,,450000,58,75,500,18,2002-07-04,183,74,SUB
J. Campbell,Hibernian,Scottish Premiership,,450000,58,66,1000,21,2000-05-06,182,74,SUB
J. Nodake,Oita Trinita,Japanese J. League Division 1,,220000,58,58,900,26,1994-09-11,177,75,RES
M. Dabre,Swindon Town,English League Two,,525000,58,74,950,18,2003-01-22,168,67,SUB
Kelvin Patrick,AS Nancy Lorraine,French Ligue 2,,425000,58,67,900,20,2000-07-08,185,69,SUB
D. Ayala,Tigres U.A.N.L.,Mexican Liga MX,,450000,58,68,5000,21,2000-04-06,180,70,SUB
K. van der Kaap,Viborg FF,Danish Superliga,,425000,58,66,2000,22,1998-11-08,190,82,SUB
D. Crisostomo,Los Angeles FC,USA Major League Soccer,,425000,58,66,1000,24,1997-01-16,175,68,SUB
A. Sporrong,Mjøndalen IF,Norwegian Eliteserien,,450000,58,67,600,21,1999-12-06,183,70,SUB
F. Bayır,Aytemiz Alanyaspor,Turkish Süper Lig,,425000,58,68,2000,21,2000-02-09,187,80,SUB
J. Mvuka,FK Bodø/Glimt,Norwegian Eliteserien,,525000,58,76,500,18,2002-11-12,173,65,SUB
F. Al Obaid,Al Hazem,Saudi Abdul L. Jameel League,,180000,58,58,3000,28,1992-11-03,178,71,RES
S. Tamayo,Club Independiente Santa Fe,Colombian Liga Postobón,,525000,58,75,500,18,2002-11-29,165,65,SUB
M. Spiridakis,Go Ahead Eagles,Holland Eredivisie,,450000,58,66,1000,20,2001-04-23,178,70,RES
Alex Rodríguez,Getafe CF,Spain Primera Division,,475000,58,72,2000,19,2002-03-21,178,73,RES
A. Akurugu,Getafe CF,Spain Primera Division,,475000,58,73,2000,19,2001-11-20,174,70,RES
L. Everink,FC Twente,Holland Eredivisie,,475000,58,70,1000,20,2001-02-09,179,76,RES
D. Williams,Derby County,English League Championship,,475000,58,75,500,17,2003-12-03,170,64,RES
Bernardo Vilar,IFK Göteborg,Swedish Allsvenskan,,425000,58,68,750,23,1998-02-12,192,85,SUB
A. Moran,Brighton & Hove Albion,English Premier League,,650000,58,79,1000,17,2003-10-15,177,73,RES
C. Ciucureanu,CS Mioveni,Romanian Liga I,,425000,58,65,800,21,2000-05-29,186,75,SUB
R. Castellanos,Club Necaxa,Mexican Liga MX,,375000,58,68,1000,20,2001-01-19,184,76,RES
Kevin,CF Fuenlabrada,Spanish Segunda División,,500000,58,70,1000,22,1999-02-25,180,75,RES
L. Bogarde,Aston Villa,English Premier League,,600000,58,81,500,17,2004-01-05,183,70,RES
S. Westerveld,AZ Alkmaar,Holland Eredivisie,,400000,58,72,500,18,2002-07-18,190,74,RES
J. Bynoe,Sparta Rotterdam,Holland Eredivisie,,500000,58,74,500,17,2003-08-17,175,70,SUB
D. Schmidt,FC Augsburg,German 1. Bundesliga,,425000,58,67,2000,20,2001-03-12,185,76,RES
D. Iacoponi,Parma,Italian Serie B,,525000,58,75,3000,19,2002-03-25,175,73,SUB
P. Nowack,FC Erzgebirge Aue,German 2. Bundesliga,,525000,58,76,600,18,2003-06-18,171,67,RES
F. Alidou,Hamburger SV,German 2. Bundesliga,,475000,58,70,2000,19,2001-07-18,186,75,RES
C. Setford,Ajax,Holland Eredivisie,,450000,58,76,500,17,2004-05-11,193,82,RES
T. Small,Southampton,English Premier League,,475000,58,77,500,16,2004-08-01,175,68,RES
A. Mbengue,FC Metz,French Ligue 1,,450000,58,73,1000,19,2002-01-05,180,75,RES
P. Zovko,Spezia,Italian Serie A,,425000,58,73,850,19,2002-03-25,192,80,RES
Heron,Vejle Boldklub,Danish Superliga,,425000,58,68,1000,20,2000-08-17,186,73,RES
A. Camblan,Stade Brestois 29,French Ligue 1,,475000,58,72,1000,18,2003-06-18,168,60,RES
J. Riascos,Deportivo Pasto,Colombian Liga Postobón,,500000,58,75,500,17,2003-09-17,178,66,SUB
J. Micolta,Deportivo Pasto,Colombian Liga Postobón,,450000,58,68,500,19,2002-02-05,171,68,SUB
J. Hiniestroza,Atlético Nacional,Colombian Liga Postobón,,450000,58,71,500,18,2002-09-14,176,72,SUB
J. Riasco,Deportivo La Guaira FC,Venezuelan Primera División,,650000,58,80,500,17,2004-02-02,187,83,RES
D. Mejía,Club Independiente Santa Fe,Colombian Liga Postobón,,500000,58,76,500,18,2003-06-01,163,58,SUB
A. Vera,AC Mineros de Guayana,Venezuelan Primera División,,525000,58,78,500,17,2003-11-05,185,82,RES
G. Paredes,Club Sporting Cristal,Peruvian Primera División,,475000,58,73,500,18,2003-01-08,172,69,RES
G. Mina,Independiente del Valle,Ecuadorian Serie A,,525000,58,78,500,17,2003-08-20,182,72,RES
Jonatas Santos,Al Ain FC,UAE Arabian Gulf League,,475000,58,70,500,19,2001-12-16,176,65,SUB
P. Cherrie,Dundalk FC,Rep. Ireland Airtricity League,,20000,57,57,500,37,1983-10-01,188,76,RES
G. Kumar,NorthEast United FC,Indian Super League,,140000,57,57,500,30,1990-10-10,178,77,LB
Zhu Ting,Qingdao FC,Chinese Super League,,50000,57,57,2000,35,1985-07-15,178,67,RES
L. Walker,Milton Keynes Dons,English League One,,90000,57,57,1000,31,1989-10-14,196,80,SUB
G. Doherty,Finn Harps,Rep. Ireland Airtricity League,,20000,57,57,500,39,1981-08-24,188,86,SUB
S. Paul,Hyderabad FC,Indian Super League,,30000,57,57,500,34,1986-12-24,182,74,SUB
D. Corcoran,Drogheda United,Rep. Ireland Airtricity League,,130000,57,57,500,32,1989-02-13,184,82,SUB
R. Connolly,Finn Harps,Rep. Ireland Airtricity League,,160000,57,57,500,29,1992-01-13,177,76,SUB
N. Maripuu,Degerfors IF,Swedish Allsvenskan,,160000,57,57,750,29,1992-03-02,183,79,SUB
J. Cracknell,Harrogate Town,English League Two,,180000,57,61,2000,26,1994-09-28,183,71,SUB
H. Douglas,Drogheda United,Rep. Ireland Airtricity League,,140000,57,57,500,28,1993-06-22,191,85,SUB
S. Otayf,Al Fayha,Saudi Abdul L. Jameel League,,160000,57,57,4000,30,1990-09-03,170,63,RES
M. Attiyah,Al Tai,Saudi Abdul L. Jameel League,,160000,57,57,6000,29,1992-06-15,171,68,SUB
M. Smith,Hartlepool United,English League Two,,240000,57,62,2000,25,1995-10-02,178,70,SUB
An Jin Beom,Seongnam FC,Korean K League 1,,160000,57,57,1000,29,1992-03-10,175,66,LM
Liu Weiguo,Guangzhou FC,Chinese Super League,,130000,57,58,3000,29,1992-05-03,197,90,SUB
Zhang Yuan,Shenzhen FC,Chinese Super League,,110000,57,57,2000,31,1989-12-08,187,76,SUB
W. Randall,Sutton United,English League Two,,250000,57,62,2000,24,1997-05-02,180,65,SUB
Feng Gang,Hebei FC,Chinese Super League,,160000,57,57,2000,28,1993-03-06,177,64,SUB
R. Donelon,Sligo Rovers,Rep. Ireland Airtricity League,,200000,57,60,500,25,1996-04-17,171,71,SUB
Gao Jiarun,Tianjin Jinmen Tiger FC,Chinese Super League,,170000,57,58,2000,26,1995-04-24,184,75,RES
Ji Xiaoxuan,Qingdao FC,Chinese Super League,,170000,57,57,2000,28,1993-03-19,177,73,SUB
J. Akintunde,Derry City,Rep. Ireland Airtricity League,,240000,57,62,600,25,1996-03-29,175,75,LS
Dong Yanfeng,Dalian Professional Football Club,Chinese Super League,,220000,57,62,2000,25,1996-02-11,182,75,SUB
N. Araya,CD Antofagasta,Chilian Campeonato Nacional,,325000,57,67,500,22,1999-06-06,176,73,SUB
Wang Guoming,Henan Songshan Longmen FC,Chinese Super League,,90000,57,57,2000,31,1990-02-02,187,81,SUB
L. Steacy,Longford Town,Rep. Ireland Airtricity League,,130000,57,58,500,28,1993-01-18,185,83,GK
Wang Peng,Changchun Yatai FC,Chinese Super League,,160000,57,57,2000,28,1993-01-24,185,70,SUB
Wang Qiuming,Hebei FC,Chinese Super League,,160000,57,57,2000,28,1993-01-09,174,65,LCM
R. Singh,Chennaiyin FC,Indian Super League,,140000,57,57,500,30,1991-04-01,170,68,RB
M. Kempter,FC St. Gallen 1879,Swiss Super League,,200000,57,60,2000,26,1995-01-12,181,75,LB
W. Mannion,Cambridge United,English League One,,275000,57,64,1000,23,1998-05-05,186,74,SUB
M. Stajduhar,Orlando City Soccer Club,USA Major League Soccer,,325000,57,67,850,23,1997-12-02,188,91,RES
Kim Gyeong Jae,Jeju United FC,Korean K League 1,,170000,57,58,1000,27,1993-07-24,183,76,RES
C. Goddard,Central Coast Mariners,Australian Hyundai A-League,,250000,57,62,500,24,1997-04-02,178,65,SUB
Song Wenjie,Guangzhou City,Chinese Super League,,160000,57,57,3000,30,1990-12-25,185,74,SUB
M. Al Mutlaq,Al Raed,Saudi Abdul L. Jameel League,,350000,57,66,2000,23,1997-12-10,165,66,SUB
Kim Woo Suk,Daegu FC,Korean K League 1,,200000,57,60,1000,24,1996-08-04,187,74,SUB
H. Shiota,Urawa Red Diamonds,Japanese J. League Division 1,,20000,57,57,900,40,1981-05-28,185,78,RES
T. Olusanya,Middlesbrough,English League Championship,,375000,57,66,4000,23,1997-10-14,176,68,RES
M. Al Haidari,Al Fayha,Saudi Abdul L. Jameel League,,170000,57,60,4000,25,1996-04-12,188,76,RES
K. Matsuzawa,Tokushima Vortis,Japanese J. League Division 1,,140000,57,59,700,29,1992-04-03,183,82,SUB
U. Singh,Bengaluru FC,Indian Super League,,220000,57,60,500,25,1996-06-14,170,66,RM
A. Brody,Real Salt Lake,USA Major League Soccer,,200000,57,60,1000,26,1995-05-03,178,61,SUB
J. León,Puebla FC,Mexican Liga MX,,200000,57,63,1000,25,1996-04-18,188,72,RES
Gao Huaze,Hebei FC,Chinese Super League,,250000,57,63,2000,23,1997-10-20,175,67,LW
R. Longdon,Lincoln City,English League One,,250000,57,62,2000,23,1997-09-14,178,77,SUB
P. Sánchez,Unión La Calera,Chilian Campeonato Nacional,,375000,57,66,600,23,1998-02-07,180,64,SUB
M. Rafique,SC East Bengal FC,Indian Super League,,140000,57,57,500,30,1991-03-26,172,65,RWB
A. Baldwin,Milton Keynes Dons,English League One,,300000,57,64,1000,24,1997-06-10,183,70,SUB
M. Al Saeed,Al Fateh,Saudi Abdul L. Jameel League,,250000,57,63,5000,24,1996-11-14,175,71,RES
O. Al Saleem,Damac FC,Saudi Abdul L. Jameel League,,230000,57,62,3000,24,1996-08-20,183,70,RES
A. Al Yousif,Al Fateh,Saudi Abdul L. Jameel League,,300000,57,64,4000,24,1996-10-29,175,74,SUB
S. Nombe,Exeter City,English League Two,,375000,57,67,2000,22,1998-10-22,180,75,SUB
J. Vom Steeg,LA Galaxy,USA Major League Soccer,,325000,57,65,850,24,1997-04-05,194,91,RES
J. Turner,Colchester United,English League Two,,350000,57,69,4000,22,1999-02-25,194,82,RES
T. Frost,Crawley Town,English League Two,,375000,57,68,2000,21,1999-07-07,172,75,LM
S. Blaney,Sligo Rovers,Rep. Ireland Airtricity League,,350000,57,65,500,22,1999-01-20,191,79,SUB
C. Brown,Milton Keynes Dons,English League One,,375000,57,65,2000,21,1999-09-23,183,78,SUB
L. Coyle,Accrington Stanley,English League One,,375000,57,70,700,21,1999-12-06,175,67,RES
J. Hickman,St. Patrick's Athletic,Rep. Ireland Airtricity League,,350000,57,65,550,22,1998-09-11,173,67,RES
H. Shirai,Gamba Osaka,Japanese J. League Division 1,,375000,57,66,2000,21,1999-10-23,172,63,RES
E. Crona,Kalmar FF,Swedish Allsvenskan,,400000,57,71,650,21,2000-01-25,190,80,SUB
J. Lundstram,Crewe Alexandra,English League One,,375000,57,66,2000,22,1999-02-19,175,61,RCM
L. Kunga,Kristiansund BK,Norwegian Eliteserien,,400000,57,69,700,22,1998-10-20,173,68,SUB
J. Svedberg,Halmstads BK,Swedish Allsvenskan,,325000,57,64,750,22,1999-03-22,178,73,SUB
J. Imbrechts,Royal Charleroi S.C.,Belgian Jupiler Pro League,,350000,57,71,750,19,2001-10-09,183,73,SUB
E. Chapman,Cheltenham Town,English League One,,400000,57,71,1000,20,2001-01-08,188,74,SUB
C. Yates,Dundalk FC,Rep. Ireland Airtricity League,,325000,57,67,500,22,1999-02-14,186,80,SUB
Dai Wai-Tsun,Shenzhen FC,Chinese Super League,,375000,57,67,1000,21,1999-07-25,177,68,SUB
A. Alese,West Ham United,English Premier League,,375000,57,70,6000,20,2001-01-17,185,70,RES
A. Jarvis,Scunthorpe United,English League Two,,325000,57,64,3000,23,1998-01-24,188,80,SUB
Zhang Huachen,Shanghai Port FC,Chinese Super League,,350000,57,65,3000,23,1998-03-16,176,68,RES
Qiu Tianyi,Tianjin Jinmen Tiger FC,Chinese Super League,,110000,57,57,2000,32,1989-01-31,192,80,RES
O. Gallacher,Crawley Town,English League Two,,350000,57,67,2000,22,1999-04-06,174,60,LB
B. Crellin,Fleetwood Town,English League One,,350000,57,69,900,21,2000-06-30,185,70,SUB
J. Olowu,Doncaster Rovers,English League One,,350000,57,68,1000,21,1999-11-27,185,75,SUB
S. Bergier,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,,375000,57,66,1000,21,1999-12-20,184,76,RES
Kim Jae Woo,Daegu FC,Korean K League 1,,240000,57,63,1000,23,1998-02-06,187,84,SUB
P. Niyongabire,Perth Glory,Australian Hyundai A-League,,400000,57,69,800,21,2000-03-15,168,78,SUB
T. Abraham,Newport County,English League Two,,400000,57,70,7000,20,2000-12-28,185,78,SUB
J. Evans,Forest Green Rovers,English League Two,,375000,57,71,2000,20,2000-08-10,173,64,SUB
A. Lesiotis,Melbourne City FC,Australian Hyundai A-League,,300000,57,64,1000,21,2000-04-24,170,65,SUB
E. Dixon-Bonner,Liverpool,English Premier League,,400000,57,73,8000,20,2001-01-01,180,66,RES
W. Dennis,AFC Bournemouth,English League Championship,,350000,57,70,3000,20,2000-07-10,188,79,RES
M. Castaño,La Equidad,Colombian Liga Postobón,,375000,57,67,500,22,1999-04-15,175,64,SUB
D. Andersen,Aarhus GF,Danish Superliga,,350000,57,72,1000,20,2001-05-31,191,80,RES
A. Bærtelsen,FK Haugesund,Norwegian Eliteserien,,375000,57,71,550,21,2000-05-09,190,78,SUB
Iker Pozo,Manchester City,English Premier League,,375000,57,72,10000,20,2000-08-06,178,74,RES
N. Morahan,Sligo Rovers,Rep. Ireland Airtricity League,,350000,57,66,500,21,2000-05-30,178,66,RDM
S. Kodama,Nagoya Grampus,Japanese J. League Division 1,,325000,57,64,1000,22,1998-12-03,166,62,RES
T. Callens,FC Lorient,French Ligue 1,,325000,57,66,2000,22,1998-09-06,182,81,RES
S. Sherring,Accrington Stanley,English League One,,375000,57,72,4000,21,2000-05-08,180,76,SUB
P. Patterson,Waterford FC,Rep. Ireland Airtricity League,,400000,57,71,500,20,2000-09-01,178,70,LM
B. Lyons-Foster,Tottenham Hotspur,English Premier League,,400000,57,74,7000,20,2000-12-01,185,74,RES
L. Hunn,SC Freiburg II,German 3. Bundesliga,,325000,57,65,550,22,1999-05-25,180,77,RES
W. Pleśnierowicz,Warta Poznań,Polish T-Mobile Ekstraklasa,,325000,57,68,500,20,2001-03-29,186,82,RES
H. Sobol,Wisła Kraków,Polish T-Mobile Ekstraklasa,,375000,57,68,1000,21,2000-06-25,183,74,SUB
E. Patoulidis,KV Oostende,Belgian Jupiler Pro League,,400000,57,71,1000,19,2001-09-24,174,64,SUB
A. Al Yami,Al Ittihad,Saudi Abdul L. Jameel League,,325000,57,64,6000,24,1997-06-19,172,69,SUB
F. Tauchhammer,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,,325000,57,66,1000,19,2001-08-17,183,64,SUB
T. Roberts,SK Austria Klagenfurt,Austrian Football Bundesliga,,425000,57,74,1000,20,2001-05-11,181,68,SUB
Kang Yun Koo,Incheon United FC,Korean K League 1,,170000,57,57,1000,28,1993-02-08,170,70,RES
C. Bayiha,Club de Foot Montréal,USA Major League Soccer,,325000,57,64,1000,22,1999-03-08,173,70,SUB
J. Lalrinzuala,Chennaiyin FC,Indian Super League,,350000,57,65,500,22,1998-07-30,167,70,SUB
M. Kulke,SG Dynamo Dresden,German 2. Bundesliga,,375000,57,72,2000,20,2000-11-10,177,72,SUB
M. Al Thani,Al Tai,Saudi Abdul L. Jameel League,,250000,57,62,3000,24,1997-01-22,174,64,SUB
A. Al Dakheel,Al Hazem,Saudi Abdul L. Jameel League,,200000,57,61,3000,25,1996-05-26,184,72,RCB
J. Marsiglia,Deportivo Cali,Colombian Liga Postobón,,350000,57,67,500,22,1999-01-19,183,72,LCB
S. Shibata,Shonan Bellmare,Japanese J. League Division 1,,375000,57,70,550,20,2001-05-26,168,64,RES
A. Al Shammari,Al Hazem,Saudi Abdul L. Jameel League,,375000,57,68,5000,22,1999-01-24,174,63,RES
L. Pelletier,US Quevilly Rouen Métropole,French Ligue 2,,325000,57,67,500,21,2000-02-03,186,75,RES
I. Acero,Deportivo Toluca,Mexican Liga MX,,375000,57,72,2000,21,2000-07-01,182,78,SUB
M. Wørts,Mjällby AIF,Swedish Allsvenskan,,375000,57,69,550,22,1999-02-08,185,75,SUB
B. Horton,Doncaster Rovers,English League One,,375000,57,69,1000,20,2000-09-09,178,75,RES
T. Pugh,Scunthorpe United,English League Two,,400000,57,70,2000,20,2000-09-27,174,64,RWB
Y. Al Harbi,Al Fayha,Saudi Abdul L. Jameel League,,350000,57,65,3000,24,1997-03-16,170,65,SUB
N. Almas,Al Nassr,Saudi Abdul L. Jameel League,,375000,57,71,4000,21,2000-01-18,177,68,RES
T. Nakamura,Hokkaido Consadole Sapporo,Japanese J. League Division 1,,325000,57,66,750,20,2000-07-23,186,78,RES
J. Baccay,Lillestrøm SK,Norwegian Eliteserien,,375000,57,72,650,20,2001-04-29,180,71,SUB
L. Barraza,New York City FC,USA Major League Soccer,,200000,57,62,850,24,1996-11-08,187,88,SUB
L. Müller,SV Darmstadt 98,German 2. Bundesliga,,400000,57,71,2000,20,2000-08-11,180,75,RES
